name,type,compression_ratio,n_samples,psnr_mean,psnr_std,ssim_mean,ssim_std,ms_ssim_mean,enl_ratio_mean,epi_mean
baseline_4x,autoencoder,4.0,200,24.41049892425537,0.3731134754472504,0.8713785902286483,0.01493177567128037,0.9766220581531525,1.0329648796175912,0.9460276583645856
resnet_4x,autoencoder,4.0,200,24.946340923309325,0.651384148535884,0.9074116153810645,0.011233157803589492,0.9790050518512726,1.0279017326675095,0.9550329439883118
jpeg2000_4x,codec,4.0,200,53.21106111526489,0.13435001159905233,0.9999426275803327,1.2971313083673158e-05,0.9999893054366111,0.9933540566018499,0.9999864271935541
baseline_8x,autoencoder,8.0,200,21.269844884872438,0.37926306295953155,0.7182206091432067,0.02216790761407348,0.9281531092524529,1.0748688062439615,0.877392788687209
resnet_8x,autoencoder,8.0,200,23.130304346084596,0.43868229186923524,0.8568081269563091,0.010659344099251638,0.9526494070887566,1.103154818388717,0.929064537138787
jpeg2000_8x,codec,8.0,200,41.240207023620606,0.36303575466153326,0.9974641514026547,0.00022988064721960838,0.9991679465770722,0.9702662581767412,0.9992662773183969
baseline_16x,autoencoder,16.0,200,18.814863624572755,0.4351873571826635,0.6095267026850955,0.01782170504819207,0.7880445551872254,0.9746767950273184,0.843395705485328
resnet_16x,autoencoder,16.0,200,20.516495304107664,1.2212199927309368,0.7536156719408734,0.023398163431046677,0.8875938063859939,1.0103106238271455,0.8864611741563069
jpeg2000_16x,codec,16.0,200,30.916961069107057,0.3311586595161061,0.9691417730999207,0.003042253926615379,0.9929188114404678,1.0019971615193193,0.9909168349987963
